Test Trajectory,Test Trajectory Timestep,Learner Trajectory,Learner Trajectory Timestep,Test Actions,Learner Actions,Test Rewards,Learner Rewards,Test Return,Learner Return
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_39_74,12,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_361_352_1_127_408_71_26_341_7_341_7_341_7_341_7_341_7_341_7_341_7_341,12,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_0_0,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_3_5_5_5_5_5_5_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5,1.0746822357177734_1.1026594638824463_0.6979555487632751_1.1697382926940918_1.081690788269043_1.1367077827453613_0.7485357522964478_0.6399723887443542_1.1418542861938477_1.103610634803772_1.1974740028381348_1.1175323724746704_1.0896605253219604_1.0512573719024658_0.6982083320617676_1.0719823837280273_1.1060073375701904_1.0753839015960693_1.1228748559951782_1.0402181148529053,1.0746612548828125_1.101698637008667_0.6980805397033691_1.1710888147354126_1.0820988416671753_1.136249303817749_0.750023365020752_0.6389936804771423_1.1411269903182983_1.1050310134887695_1.1986606121063232_1.1183464527130127_1.0904576778411865_1.050180196762085_0.6983497142791748_1.088092565536499_1.1033446788787842_1.0779547691345215_1.1007392406463623_1.098848819732666_1.0480726957321167_0.7126360535621643_0.6993298530578613_1.127318024635315_0.676675021648407_1.1162774562835693_N/A_1.1674699783325195_1.115654706954956_1.1198756694793701_1.1311118602752686_0.6909834146499634_1.0902341604232788_1.3659656047821045_1.0879358053207397_1.074774980545044_1.4374666213989258_1.0816099643707275_1.4374666213989258_1.0816099643707275_1.4374666213989258_1.0816099643707275_1.4374666213989258_1.0816099643707275_1.4374666213989258_1.0816099643707275_1.4374666213989258_1.0816099643707275_1.4374666213989258_1.0816099643707275,20.468006372451782,53.381878554821014
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_80,10,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_80,10,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_1_1_2_0,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_1_1_2_0,1.0745935440063477_1.100682258605957_0.6982825994491577_1.1663256883621216_1.0844085216522217_1.1368749141693115_0.7464627623558044_0.6440260410308838_1.1421095132827759_1.1018383502960205_1.1961625814437866_1.1183477640151978_1.0883045196533203_1.0493022203445435_0.6960892677307129_1.0685155391693115_1.1059534549713135_1.0740606784820557_1.1025651693344116_1.0871896743774414_1.1453195810317993_1.157606601715088_1.1400506496429443_1.1065508127212524_0.7085666656494141_1.1308614015579224,1.0745935440063477_1.100682258605957_0.6982825994491577_1.1663256883621216_1.0844085216522217_1.1368749141693115_0.7464627623558044_0.6440260410308838_1.1421095132827759_1.1018383502960205_1.1961625814437866_1.1183477640151978_1.0883045196533203_1.0493022203445435_0.6960892677307129_1.0685155391693115_1.1059534549713135_1.0740606784820557_1.1025651693344116_1.0871896743774414_1.1453195810317993_1.157606601715088_1.1400506496429443_1.1065508127212524_0.7085666656494141_1.1308614015579224,26.871050775051117,26.871050775051117
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_80,13,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_80,13,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_1_1_2_0,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_1_1_2_0,1.0752456188201904_1.1002726554870605_0.6989266872406006_1.166088581085205_1.084160327911377_1.1374810934066772_0.7465665936470032_0.644058346748352_1.1418532133102417_1.101032018661499_1.1960842609405518_1.1180131435394287_1.0889661312103271_1.049551010131836_0.6964418292045593_1.0696592330932617_1.1063028573989868_1.0737202167510986_1.1021027565002441_1.0873483419418335_1.1450999975204468_1.1577801704406738_1.1389508247375488_1.106015682220459_0.7085679769515991_1.1310293674468994,1.0752456188201904_1.1002726554870605_0.6989266872406006_1.166088581085205_1.084160327911377_1.1374810934066772_0.7465665936470032_0.644058346748352_1.1418532133102417_1.101032018661499_1.1960842609405518_1.1180131435394287_1.0889661312103271_1.049551010131836_0.6964418292045593_1.0696592330932617_1.1063028573989868_1.0737202167510986_1.1021027565002441_1.0873483419418335_1.1450999975204468_1.1577801704406738_1.1389508247375488_1.106015682220459_0.7085679769515991_1.1310293674468994,26.87131893634796,26.87131893634796
390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_21_84_80,13,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_80,13,3_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_0_0_0,3_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_1_1_1_1_2_0,1.3294057846069336_0.7335438132286072_1.166088581085205_1.084160327911377_1.1374810934066772_0.7465665936470032_0.644058346748352_1.1418532133102417_1.101032018661499_1.1960842609405518_1.1180131435394287_1.0889661312103271_1.049551010131836_0.6964418292045593_1.0696592330932617_1.1063028573989868_1.0737202167510986_1.1021027565002441_1.0873483419418335_1.0531134605407715_0.7164210081100464_0.6996604800224304_1.1214749813079834_1.018803596496582_1.131819248199463,1.3294057846069336_0.7335438132286072_1.166088581085205_1.084160327911377_1.1374810934066772_0.7465665936470032_0.644058346748352_1.1418532133102417_1.101032018661499_1.1960842609405518_1.1180131435394287_1.0889661312103271_1.049551010131836_0.6964418292045593_1.0696592330932617_1.1063028573989868_1.0737202167510986_1.1021027565002441_1.0873483419418335_1.1450999975204468_1.1577801704406738_1.1389508247375488_1.106015682220459_0.7085679769515991_1.1310293674468994,25.4136723279953,26.05982357263565
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,10,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,10,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1.4320687055587769_1.1550395488739014_1.144620656967163_1.406515121459961_1.15138578414917_1.1402422189712524_1.13221275806427_0.7155035138130188_1.1432018280029297_1.4811654090881348_1.4147675037384033_1.4368270635604858_0.7414206862449646_1.1434860229492188_1.157606601715088_1.1400506496429443_1.1065508127212524_0.7085666656494141_1.1308614015579224,1.4320687055587769_1.1550395488739014_1.144620656967163_1.406515121459961_1.15138578414917_1.1402422189712524_1.13221275806427_0.7155035138130188_1.1432018280029297_1.4811654090881348_1.4147675037384033_1.4368270635604858_0.7414206862449646_1.1434860229492188_1.157606601715088_1.1400506496429443_1.1065508127212524_0.7085666656494141_1.1308614015579224,21.88209295272827,21.88209295272827
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,11,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,11,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1.4316703081130981_1.1550151109695435_1.144776701927185_1.4067188501358032_1.1513066291809082_1.1397286653518677_1.1322696208953857_0.7136304378509521_1.1434696912765503_1.4829297065734863_1.4133741855621338_1.4392166137695312_0.7406258583068848_1.1441501379013062_1.1574829816818237_1.1393864154815674_1.1063616275787354_0.7087874412536621_1.1306307315826416,1.4316703081130981_1.1550151109695435_1.144776701927185_1.4067188501358032_1.1513066291809082_1.1397286653518677_1.1322696208953857_0.7136304378509521_1.1434696912765503_1.4829297065734863_1.4133741855621338_1.4392166137695312_0.7406258583068848_1.1441501379013062_1.1574829816818237_1.1393864154815674_1.1063616275787354_0.7087874412536621_1.1306307315826416,21.881531715393066,21.881531715393066
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,12,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,12,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1.4314615726470947_1.1546461582183838_1.1444319486618042_1.40625_1.1511666774749756_1.1407809257507324_1.1319568157196045_0.7153487801551819_1.1430304050445557_1.481727957725525_1.4158073663711548_1.438969612121582_0.7401894330978394_1.143721342086792_1.157473087310791_1.138930320739746_1.1066575050354004_0.7084746956825256_1.1307560205459595,1.4314615726470947_1.1546461582183838_1.1444319486618042_1.40625_1.1511666774749756_1.1407809257507324_1.1319568157196045_0.7153487801551819_1.1430304050445557_1.481727957725525_1.4158073663711548_1.438969612121582_0.7401894330978394_1.143721342086792_1.157473087310791_1.138930320739746_1.1066575050354004_0.7084746956825256_1.1307560205459595,21.88178062438965,21.88178062438965
395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_21_84_80,12,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,12,1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_0_0_0,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1.4314615726470947_1.1546461582183838_1.1444319486618042_1.40625_1.1511666774749756_1.1407809257507324_1.1319568157196045_0.7153487801551819_1.1430304050445557_1.481727957725525_1.4158073663711548_1.438969612121582_0.7401894330978394_1.0521055459976196_0.7152459621429443_0.6988602876663208_1.1233631372451782_1.0193779468536377_1.1311943531036377,1.4314615726470947_1.1546461582183838_1.1444319486618042_1.40625_1.1511666774749756_1.1407809257507324_1.1319568157196045_0.7153487801551819_1.1430304050445557_1.481727957725525_1.4158073663711548_1.438969612121582_0.7401894330978394_1.143721342086792_1.157473087310791_1.138930320739746_1.1066575050354004_0.7084746956825256_1.1307560205459595,21.235914885997772,21.88178062438965
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,12,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,12,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1.4314615726470947_1.1546461582183838_1.1444319486618042_1.40625_1.1511666774749756_1.1407809257507324_1.1319568157196045_0.7153487801551819_1.1430304050445557_1.481727957725525_1.4158073663711548_1.438969612121582_0.7401894330978394_1.143721342086792_1.157473087310791_1.138930320739746_1.1066575050354004_0.7084746956825256_1.1307560205459595,1.4314615726470947_1.1546461582183838_1.1444319486618042_1.40625_1.1511666774749756_1.1407809257507324_1.1319568157196045_0.7153487801551819_1.1430304050445557_1.481727957725525_1.4158073663711548_1.438969612121582_0.7401894330978394_1.143721342086792_1.157473087310791_1.138930320739746_1.1066575050354004_0.7084746956825256_1.1307560205459595,21.88178062438965,21.88178062438965
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,13,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,13,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1.4313998222351074_1.154658555984497_1.1444262266159058_1.4065313339233398_1.1512999534606934_1.1399544477462769_1.1319432258605957_0.715013325214386_1.1429905891418457_1.4823706150054932_1.4154115915298462_1.4390455484390259_0.7401620745658875_1.1433613300323486_1.1577801704406738_1.1389508247375488_1.106015682220459_0.7085679769515991_1.1310293674468994,1.4313998222351074_1.154658555984497_1.1444262266159058_1.4065313339233398_1.1512999534606934_1.1399544477462769_1.1319432258605957_0.715013325214386_1.1429905891418457_1.4823706150054932_1.4154115915298462_1.4390455484390259_0.7401620745658875_1.1433613300323486_1.1577801704406738_1.1389508247375488_1.106015682220459_0.7085679769515991_1.1310293674468994,21.88091266155243,21.88091266155243
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,13,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,13,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1.4313998222351074_1.154658555984497_1.1444262266159058_1.4065313339233398_1.1512999534606934_1.1399544477462769_1.1319432258605957_0.715013325214386_1.1429905891418457_1.4823706150054932_1.4154115915298462_1.4390455484390259_0.7401620745658875_1.1433613300323486_1.1577801704406738_1.1389508247375488_1.106015682220459_0.7085679769515991_1.1310293674468994,1.4313998222351074_1.154658555984497_1.1444262266159058_1.4065313339233398_1.1512999534606934_1.1399544477462769_1.1319432258605957_0.715013325214386_1.1429905891418457_1.4823706150054932_1.4154115915298462_1.4390455484390259_0.7401620745658875_1.1433613300323486_1.1577801704406738_1.1389508247375488_1.106015682220459_0.7085679769515991_1.1310293674468994,21.88091266155243,21.88091266155243
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,13,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80,13,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1.4313998222351074_1.154658555984497_1.1444262266159058_1.4065313339233398_1.1512999534606934_1.1399544477462769_1.1319432258605957_0.715013325214386_1.1429905891418457_1.4823706150054932_1.4154115915298462_1.4390455484390259_0.7401620745658875_1.1433613300323486_1.1577801704406738_1.1389508247375488_1.106015682220459_0.7085679769515991_1.1310293674468994,1.4313998222351074_1.154658555984497_1.1444262266159058_1.4065313339233398_1.1512999534606934_1.1399544477462769_1.1319432258605957_0.715013325214386_1.1429905891418457_1.4823706150054932_1.4154115915298462_1.4390455484390259_0.7401620745658875_1.1433613300323486_1.1577801704406738_1.1389508247375488_1.106015682220459_0.7085679769515991_1.1310293674468994,21.88091266155243,21.88091266155243
109_108_105_112_114_116_278_275_274_308_386_397_385_90_88,11,109_108_106_269_264_317_304_306_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88,11,4_4_4_4_2_2_1_4_4_4_6_6_4_4,4_2_2_2_4_3_2_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4,1.0858724117279053_1.135812759399414_1.0811150074005127_1.0895878076553345_1.0852795839309692_1.09765625_1.1503853797912598_1.1432485580444336_1.0910061597824097_1.1234267950057983_0.6834210157394409_1.1535890102386475_1.1304447650909424_1.121608853340149,1.0858724117279053_1.081729769706726_1.1009255647659302_1.0862371921539307_0.7324676513671875_1.0402437448501587_0.7446330189704895_N/A_1.165682315826416_1.1310184001922607_0.7134162187576294_1.1440911293029785_1.4800591468811035_1.4116805791854858_1.4383690357208252_0.7415393590927124_1.05116605758667_0.7167378664016724_0.7000532150268555_1.1198160648345947_0.6778672933578491_1.1545246839523315,15.172454357147217,21.518130719661713
153_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,10,153_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,10,3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4,3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4,1.1117535829544067_1.1351207494735718_0.7489240169525146_0.6410393118858337_1.1419100761413574_1.1012957096099854_1.1958118677139282_1.1180846691131592_1.0890300273895264_1.0488595962524414_0.6959928274154663_1.0683354139328003_1.1035699844360352_1.0743430852890015_1.1015899181365967_1.0872182846069336_1.0515296459197998_0.7176758050918579_0.7011587023735046_1.1180741786956787_0.6777783036231995_1.1549887657165527,1.1117535829544067_1.1351207494735718_0.7489240169525146_0.6410393118858337_1.1419100761413574_1.1012957096099854_1.1958118677139282_1.1180846691131592_1.0890300273895264_1.0488595962524414_0.6959928274154663_1.0683354139328003_1.1035699844360352_1.0743430852890015_1.1015899181365967_1.0872182846069336_1.0515296459197998_0.7176758050918579_0.7011587023735046_1.1180741786956787_0.6777783036231995_1.1549887657165527,21.88408452272415,21.88408452272415
176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,10,176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,10,3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4,3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4,0.6410393118858337_1.1419100761413574_1.1012957096099854_1.1958118677139282_1.1180846691131592_1.0890300273895264_1.0488595962524414_0.6959928274154663_1.0683354139328003_1.1035699844360352_1.0743430852890015_1.1015899181365967_1.0872182846069336_1.0515296459197998_0.7176758050918579_0.7011587023735046_1.1180741786956787_0.6777783036231995_1.1549887657165527,0.6410393118858337_1.1419100761413574_1.1012957096099854_1.1958118677139282_1.1180846691131592_1.0890300273895264_1.0488595962524414_0.6959928274154663_1.0683354139328003_1.1035699844360352_1.0743430852890015_1.1015899181365967_1.0872182846069336_1.0515296459197998_0.7176758050918579_0.7011587023735046_1.1180741786956787_0.6777783036231995_1.1549887657165527,18.88828617334366,18.88828617334366
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,12,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,12,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4,1.074411392211914_1.0987498760223389_0.6987165212631226_1.1669143438339233_1.083289384841919_1.1356583833694458_0.7487716674804688_0.6423925757408142_1.140380620956421_1.1007285118103027_1.1954220533370972_1.1175123453140259_1.0893661975860596_1.049631118774414_0.6968481540679932_1.0695527791976929_1.1035852432250977_1.0741746425628662_1.1012822389602661_1.0880329608917236_1.0512442588806152_0.7168781757354736_0.698441743850708_1.122638463973999_0.6778295040130615_1.154494285583496,1.074411392211914_1.0987498760223389_0.6987165212631226_1.1669143438339233_1.083289384841919_1.1356583833694458_0.7487716674804688_0.6423925757408142_1.140380620956421_1.1007285118103027_1.1954220533370972_1.1175123453140259_1.0893661975860596_1.049631118774414_0.6968481540679932_1.0695527791976929_1.1035852432250977_1.0741746425628662_1.1012822389602661_1.0880329608917236_1.0512442588806152_0.7168781757354736_0.698441743850708_1.122638463973999_0.6778295040130615_1.154494285583496,25.89694744348526,25.89694744348526
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,13,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,13,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4,1.0753846168518066_1.0989278554916382_0.699286699295044_1.165921688079834_1.0827980041503906_1.1360491514205933_0.7489534616470337_0.6418108344078064_1.1425621509552002_1.0991871356964111_1.1957271099090576_1.117180585861206_1.0897305011749268_1.0497307777404785_0.6959472298622131_1.069154977798462_1.104227066040039_1.0738704204559326_1.1011037826538086_1.087890863418579_1.0509452819824219_0.7175807952880859_0.7001550197601318_1.1196273565292358_0.6777423620223999_1.1549184322357178,1.0753846168518066_1.0989278554916382_0.699286699295044_1.165921688079834_1.0827980041503906_1.1360491514205933_0.7489534616470337_0.6418108344078064_1.1425621509552002_1.0991871356964111_1.1957271099090576_1.117180585861206_1.0897305011749268_1.0497307777404785_0.6959472298622131_1.069154977798462_1.104227066040039_1.0738704204559326_1.1011037826538086_1.087890863418579_1.0509452819824219_0.7175807952880859_0.7001550197601318_1.1196273565292358_0.6777423620223999_1.1549184322357178,25.896414160728455,25.896414160728455
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,13,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,13,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2_2_2_4,1.0753846168518066_1.0989278554916382_0.699286699295044_1.165921688079834_1.0827980041503906_1.1360491514205933_0.7489534616470337_0.6418108344078064_1.1425621509552002_1.0991871356964111_1.1957271099090576_1.117180585861206_1.0897305011749268_1.0497307777404785_0.6959472298622131_1.069154977798462_1.104227066040039_1.0738704204559326_1.1011037826538086_1.087890863418579_1.0509452819824219_0.7175807952880859_0.7001550197601318_1.1196273565292358_0.6777423620223999_1.1549184322357178,1.0753846168518066_1.0989278554916382_0.699286699295044_1.165921688079834_1.0827980041503906_1.1360491514205933_0.7489534616470337_0.6418108344078064_1.1425621509552002_1.0991871356964111_1.1957271099090576_1.117180585861206_1.0897305011749268_1.0497307777404785_0.6959472298622131_1.069154977798462_1.104227066040039_1.0738704204559326_1.1011037826538086_1.087890863418579_1.0509452819824219_0.7175807952880859_0.7001550197601318_1.1196273565292358_0.6777423620223999_1.1549184322357178,25.896414160728455,25.896414160728455
